product_id,user_id,rating
26026,USER_115,5
4858,USER_690,3
17405,USER_1022,3
30284,USER_1309,10
12946,USER_32,7
36687,USER_353,10
23151,USER_564,4
39613,USER_82,2
39632,USER_413,8
52114,USER_1181,8
7265,USER_564,7
49836,USER_547,2
20207,USER_1182,5
4846,USER_6,4
5460,USER_397,6
18992,USER_1190,3
23264,USER_569,3
42552,USER_785,1
18389,USER_216,10
53099,USER_161,3
5321,USER_859,9
33169,USER_242,5
22493,USER_156,3
17016,USER_269,10
23230,USER_0,9
28284,USER_1386,10
49527,USER_1437,8
34186,USER_74,1
58206,USER_1173,5
14112,USER_1362,9
8884,USER_351,8
25670,USER_1248,10
21723,USER_993,10
46045,USER_770,3
48891,USER_952,7
23104,USER_978,9
54913,USER_1006,9
59778,USER_684,4
29594,USER_501,8
57030,USER_687,1
30176,USER_1206,1
27957,USER_1389,4
11643,USER_726,10
3474,USER_46,1
43225,USER_1003,6
29273,USER_982,8
27596,USER_837,1
24611,USER_908,7
23037,USER_792,8
24614,USER_532,5
29127,USER_1148,3
49493,USER_752,10
26591,USER_420,2
12007,USER_1432,9
26284,USER_1394,9
43623,USER_451,7
56691,USER_71,4
59013,USER_16,2
12345,USER_227,8
45139,USER_407,7
26450,USER_1098,5
16837,USER_1287,2
9521,USER_891,6
33762,USER_549,2
15887,USER_853,4
27957,USER_595,1
47364,USER_554,7
54689,USER_1358,10
1804,USER_1146,8
46479,USER_291,8
38129,USER_521,2
40537,USER_689,10
47631,USER_215,10
11510,USER_208,9
41442,USER_1478,10
38696,USER_71,10
37412,USER_155,3
50284,USER_664,1
45901,USER_1185,2
32482,USER_968,7
26667,USER_1466,6
58244,USER_712,10
56474,USER_1107,8
27438,USER_426,6
34550,USER_152,5
44816,USER_1439,10
46310,USER_148,1
40163,USER_1273,9
58612,USER_312,7
24910,USER_106,8
27476,USER_1029,1
30157,USER_951,6
57362,USER_455,6
2885,USER_456,2
35801,USER_808,8
12154,USER_914,1
3449,USER_58,7
7926,USER_876,8
52797,USER_328,7
21339,USER_1348,9
7265,USER_597,8
1531,USER_571,7
58491,USER_829,3
23283,USER_1069,7
3859,USER_755,7
11805,USER_1106,2
56922,USER_631,10
34078,USER_1207,9
49014,USER_1343,5
10193,USER_1146,10
3054,USER_1014,8
7443,USER_571,10
29685,USER_1493,8
13104,USER_381,9
26344,USER_433,4
3886,USER_1209,2
57328,USER_1395,1
28745,USER_1199,5
3074,USER_1229,3
22824,USER_1260,4
18028,USER_1058,1
26086,USER_694,1
10334,USER_1472,9
34235,USER_486,8
20324,USER_1290,6
14566,USER_993,1
55950,USER_1105,1
47561,USER_1111,4
24780,USER_1126,9
28451,USER_837,2
51008,USER_1475,7
54641,USER_1429,4
8129,USER_79,8
45761,USER_674,8
24720,USER_182,4
34469,USER_35,1
21275,USER_1188,3
30190,USER_136,5
53822,USER_517,6
28634,USER_243,9
13040,USER_1182,8
49704,USER_138,1
27778,USER_1123,1
48369,USER_550,6
10682,USER_1345,5
40755,USER_193,8
4035,USER_400,4
56975,USER_431,6
46828,USER_1271,2
41722,USER_496,2
51077,USER_798,9
8144,USER_1318,8
20225,USER_223,6
6036,USER_301,9
35567,USER_936,9
46070,USER_744,10
21275,USER_93,6
55100,USER_423,9
7654,USER_861,2
28559,USER_690,4
19007,USER_402,3
5167,USER_1367,9
48493,USER_17,9
47416,USER_610,1
8436,USER_980,5
51538,USER_1433,3
43363,USER_795,3
31693,USER_433,6
6616,USER_1375,1
25839,USER_744,8
54919,USER_397,3
35432,USER_644,5
59508,USER_1008,7
54577,USER_315,8
45219,USER_460,10
10193,USER_745,8
20456,USER_266,10
52959,USER_878,7
35056,USER_46,5
45864,USER_593,6
46405,USER_379,2
27258,USER_918,10
57007,USER_853,3
10229,USER_931,6
23303,USER_1303,6
3240,USER_914,10
35084,USER_441,6
7046,USER_466,4
55585,USER_744,7
11432,USER_1133,1
11850,USER_86,9
4098,USER_278,4
47199,USER_936,9
47194,USER_434,8
4454,USER_1253,3
40999,USER_1162,2
52966,USER_492,3
9483,USER_512,8
21138,USER_1363,10
51919,USER_268,4
54831,USER_1302,1
5584,USER_117,3
48737,USER_648,7
25007,USER_382,8
51729,USER_1063,9
49945,USER_321,2
17849,USER_289,10
19424,USER_350,5
27438,USER_1006,6
56659,USER_1468,3
28103,USER_391,7
54643,USER_1281,9
43856,USER_971,4
32072,USER_127,5
1555,USER_1222,7
46530,USER_659,7
12079,USER_983,7
12885,USER_242,9
9645,USER_718,1
30176,USER_83,8
25654,USER_1287,6
34376,USER_785,4
54690,USER_104,6
47054,USER_1449,3
22195,USER_609,6
10190,USER_141,2
30551,USER_484,2
47337,USER_961,1
27287,USER_1378,1
32643,USER_1200,1
22109,USER_838,7
59013,USER_229,7
40373,USER_199,8
25949,USER_613,1
5103,USER_1406,8
11575,USER_1025,8
6244,USER_156,5
55870,USER_978,2
18638,USER_343,5
19624,USER_619,10
56019,USER_1061,8
39749,USER_1058,7
46241,USER_820,3
33119,USER_1010,5
34949,USER_1122,5
54968,USER_1424,6
49491,USER_373,9
22571,USER_1315,9
48383,USER_889,9
31407,USER_1432,8
58326,USER_310,1
15682,USER_1216,6
25054,USER_914,3
22949,USER_1124,9
54858,USER_450,1
50350,USER_1066,8
28158,USER_1016,4
49612,USER_627,7
52603,USER_756,9
38952,USER_587,3
5908,USER_26,1
3151,USER_1379,8
25454,USER_348,9
58300,USER_200,5
6145,USER_1044,5
28284,USER_33,10
51077,USER_1443,7
30953,USER_529,9
13298,USER_1184,3
8146,USER_622,9
32737,USER_879,8
47299,USER_844,4
23711,USER_9,5
28263,USER_256,10
13962,USER_32,6
49629,USER_1326,3
19262,USER_486,2
51438,USER_925,6
49864,USER_924,10
31923,USER_1292,3
11995,USER_681,8
39624,USER_126,7
27923,USER_453,10
13462,USER_1057,3
43193,USER_943,3
49610,USER_630,5
45216,USER_534,4
31904,USER_1351,7
19679,USER_258,9
52364,USER_1459,3
40085,USER_221,9
4332,USER_708,6
33403,USER_1150,10
10652,USER_602,4
8514,USER_633,1
41379,USER_1364,7
15199,USER_1456,5
29169,USER_823,2
48867,USER_609,3
54689,USER_816,8
5516,USER_384,4
49715,USER_1407,4
5755,USER_901,3
2601,USER_951,1
9076,USER_627,3
29981,USER_1461,4
11354,USER_1313,9
56490,USER_249,1
32627,USER_1492,7
4971,USER_212,2
34272,USER_383,10
51350,USER_937,5
24287,USER_1015,8
34450,USER_1391,9
42034,USER_1497,9
25465,USER_729,7
59885,USER_733,1
47598,USER_55,7
9528,USER_796,1
21164,USER_1328,2
43669,USER_646,4
26725,USER_1236,1
8472,USER_65,3
22759,USER_1120,4
32374,USER_1064,6
26543,USER_1314,9
50160,USER_484,7
10402,USER_489,5
25949,USER_1261,8
27350,USER_1124,3
12794,USER_187,3
52335,USER_1485,3
51271,USER_507,6
40500,USER_286,8
2290,USER_1494,2
46631,USER_615,4
46080,USER_215,7
40630,USER_1389,2
43557,USER_270,3
13114,USER_531,2
34806,USER_243,8
39632,USER_962,5
19524,USER_788,1
17939,USER_913,5
47188,USER_1277,5
53099,USER_316,10
30761,USER_1091,3
42986,USER_1099,2
47521,USER_169,10
13516,USER_1236,8
15345,USER_702,4
17304,USER_877,10
4904,USER_586,1
6563,USER_1411,7
13873,USER_1092,8
2467,USER_114,8
48952,USER_369,3
23047,USER_32,8
29690,USER_1066,1
12489,USER_919,2
29846,USER_753,8
7926,USER_793,4
57561,USER_631,9
34321,USER_191,7
14365,USER_1302,5
55564,USER_84,3
22818,USER_173,3
36509,USER_1495,6
46240,USER_1041,10
54741,USER_1094,5
21745,USER_471,9
20860,USER_263,4
24217,USER_1480,3
34014,USER_1079,10
22883,USER_694,8
32685,USER_551,10
34939,USER_646,4
2747,USER_1059,3
19645,USER_748,6
43630,USER_814,5
13682,USER_686,6
4071,USER_1116,8
4909,USER_924,10
9992,USER_1335,3
38031,USER_204,7
14851,USER_42,3
37730,USER_1048,6
31986,USER_1034,8
20928,USER_308,2
17405,USER_484,3
33915,USER_258,8
58179,USER_41,3
50498,USER_176,6
55788,USER_737,5
7822,USER_1206,5
58553,USER_336,9
10456,USER_855,7
54725,USER_437,10
9120,USER_210,9
11607,USER_165,4
52310,USER_1096,1
33924,USER_139,10
52354,USER_455,7
25774,USER_565,4
33401,USER_793,2
55894,USER_18,2
37776,USER_1361,9
12380,USER_505,5
40167,USER_1305,8
13090,USER_298,5
40583,USER_1449,9
28229,USER_599,7
14568,USER_1132,10
58313,USER_915,7
38787,USER_1418,7
10329,USER_137,6
44112,USER_225,4
2116,USER_1177,9
33070,USER_543,7
23695,USER_92,5
37675,USER_555,4
53997,USER_193,10
26792,USER_1223,6
28929,USER_223,10
13120,USER_934,8
41393,USER_1214,10
9867,USER_639,3
21285,USER_819,9
50433,USER_1111,10
24853,USER_566,2
55851,USER_460,3
4499,USER_800,1
6666,USER_548,5
3655,USER_745,9
50335,USER_444,10
44578,USER_1005,10
5132,USER_622,5
8771,USER_1115,8
40995,USER_322,6
13298,USER_1342,4
16745,USER_1135,6
32869,USER_1397,3
35179,USER_288,10
30001,USER_531,10
51005,USER_1444,4
28743,USER_1207,8
4980,USER_76,3
8979,USER_1401,3
20757,USER_113,6
55454,USER_1447,7
25388,USER_153,2
24685,USER_884,8
28990,USER_1251,2
13785,USER_1492,7
2104,USER_1163,9
18162,USER_1213,7
22619,USER_921,8
11758,USER_1242,2
29463,USER_747,2
57406,USER_429,5
48981,USER_363,8
6770,USER_739,7
38938,USER_1018,2
54562,USER_454,10
3928,USER_991,2
11921,USER_386,6
3637,USER_252,6
43472,USER_302,4
42824,USER_727,3
9028,USER_1027,7
9135,USER_1381,10
48451,USER_1427,6
32919,USER_903,6
39719,USER_781,2
58577,USER_1270,7
20581,USER_811,2
59527,USER_17,2
25774,USER_260,8
39254,USER_522,8
58691,USER_151,2
14855,USER_746,10
14902,USER_1291,6
50007,USER_794,2
27567,USER_1298,4
54690,USER_684,8
44399,USER_940,6
49984,USER_766,3
56798,USER_717,9
52120,USER_919,5
50755,USER_1170,1
32289,USER_323,2
58807,USER_985,3
38368,USER_190,5
43571,USER_1398,10
56916,USER_299,3
57860,USER_187,4
55111,USER_827,10
38774,USER_385,8
33891,USER_673,6
47533,USER_649,6
59936,USER_763,3
12734,USER_951,4
55089,USER_549,8
10758,USER_367,7
10830,USER_66,3
4727,USER_340,6
25707,USER_41,3
59888,USER_366,7
34968,USER_1419,4
59428,USER_1314,2
3273,USER_597,5
49653,USER_1233,10
34155,USER_1459,5
38669,USER_637,1
35658,USER_1292,5
17101,USER_475,3
6909,USER_1010,5
21278,USER_1354,1
24154,USER_366,6
50850,USER_473,9
56812,USER_787,2
37874,USER_909,2
57123,USER_310,7
46187,USER_1416,4
8476,USER_1464,1
39526,USER_1327,4
44436,USER_1411,4
55198,USER_1279,7
39296,USER_518,7
5431,USER_1115,5
33891,USER_975,10
27784,USER_860,3
6205,USER_295,2
22391,USER_590,8
38980,USER_407,1
38009,USER_1403,5
36752,USER_412,4
59276,USER_1354,2
6891,USER_1152,1
31444,USER_385,1
32322,USER_439,7
52030,USER_510,8
20558,USER_211,4
11921,USER_53,8
13513,USER_1041,4
40755,USER_41,4
50971,USER_1096,7
11575,USER_25,9
47463,USER_899,1
43623,USER_750,8
18698,USER_662,6
46828,USER_814,8
42633,USER_779,5
58117,USER_1054,8
25901,USER_1356,3
28976,USER_1084,8
26346,USER_721,1
41722,USER_870,4
10112,USER_857,4
48426,USER_339,3
38392,USER_513,7
18215,USER_576,2
47598,USER_1369,8
49957,USER_647,3
46241,USER_1224,6
43184,USER_363,3
33712,USER_942,3
26432,USER_392,4
49148,USER_1240,5
51252,USER_709,9
28606,USER_1077,7
10684,USER_411,1
57051,USER_1278,5
52966,USER_525,1
2671,USER_526,9
53822,USER_750,8
15732,USER_4,10
20137,USER_1128,6
52797,USER_1256,10
10494,USER_307,3
27925,USER_639,4
30176,USER_993,1
4879,USER_497,4
37489,USER_60,10
57327,USER_1093,8
18631,USER_115,4
17160,USER_114,2
3837,USER_676,2
17758,USER_807,1
31319,USER_528,8
17634,USER_1097,3
30327,USER_1408,10
18024,USER_658,2
55868,USER_1242,5
17690,USER_1466,5
12197,USER_243,8
34338,USER_1477,2
40169,USER_735,6
27545,USER_109,7
2467,USER_469,2
17458,USER_930,4
53612,USER_821,8
54597,USER_577,3
27771,USER_247,3
44839,USER_15,3
25651,USER_1483,9
38564,USER_413,10
54392,USER_1212,1
50010,USER_778,6
27894,USER_1313,2
1895,USER_215,8
7143,USER_295,2
2928,USER_452,5
6427,USER_570,5
4968,USER_1336,3
39258,USER_40,3
55578,USER_881,1
27587,USER_1217,5
40308,USER_563,4
29292,USER_756,4
33589,USER_750,8
55116,USER_403,6
49715,USER_1035,5
52405,USER_605,5
59969,USER_133,4
23931,USER_339,2
5234,USER_795,8
11039,USER_307,1
23285,USER_327,7
10817,USER_538,7
2371,USER_1171,8
23765,USER_415,5
27264,USER_689,4
46240,USER_1356,3
48511,USER_847,4
16136,USER_82,3
39220,USER_615,3
16236,USER_968,7
42563,USER_179,1
46280,USER_748,3
22893,USER_114,6
23911,USER_224,3
50558,USER_796,5
38048,USER_1193,9
34201,USER_198,9
9347,USER_619,7
58899,USER_1322,9
4783,USER_303,7
18770,USER_1103,9
37068,USER_121,3
19288,USER_321,5
6134,USER_1110,6
17874,USER_1285,9
39518,USER_564,5
18215,USER_272,5
25433,USER_1472,2
59674,USER_743,3
16362,USER_32,4
16471,USER_641,10
7640,USER_47,9
43470,USER_638,10
56443,USER_1339,4
40630,USER_377,5
7634,USER_1434,9
31817,USER_534,8
33723,USER_801,5
51461,USER_692,8
55410,USER_7,2
34218,USER_954,9
2853,USER_904,5
39861,USER_239,3
19810,USER_174,10
31703,USER_799,5
27046,USER_622,1
27587,USER_60,6
21675,USER_575,10
52864,USER_323,4
32471,USER_665,8
25160,USER_892,2
53532,USER_1250,7
25444,USER_1398,2
29486,USER_535,3
59012,USER_743,3
14282,USER_899,2
19118,USER_303,9
15005,USER_409,9
14792,USER_714,1
43389,USER_148,5
12279,USER_1325,10
12641,USER_1351,2
18322,USER_316,3
27307,USER_282,7
44095,USER_1262,7
11665,USER_81,5
36453,USER_1118,2
44494,USER_1189,9
59054,USER_323,6
53466,USER_1059,10
22459,USER_650,3
6366,USER_1308,1
15705,USER_229,3
28073,USER_525,2
52906,USER_594,7
26599,USER_659,2
19269,USER_718,6
55617,USER_1253,2
5848,USER_549,10
35586,USER_1105,8
17932,USER_1260,3
18950,USER_1222,2
37931,USER_893,2
33731,USER_1436,5
50437,USER_80,5
23547,USER_215,7
54901,USER_813,3
6693,USER_52,7
49650,USER_112,9
2351,USER_998,4
59621,USER_284,8
14739,USER_1424,9
32221,USER_568,2
9528,USER_1211,7
3577,USER_309,1
25064,USER_501,3
33964,USER_1126,6
13436,USER_1174,4
17679,USER_1367,5
52864,USER_257,1
11575,USER_537,8
44001,USER_856,1
18858,USER_1207,7
17742,USER_733,8
40668,USER_1488,7
16098,USER_225,10
3842,USER_1349,6
23271,USER_1235,3
57802,USER_254,2
52120,USER_184,2
56025,USER_870,3
10018,USER_1426,9
44757,USER_1159,10
12426,USER_258,4
16132,USER_419,7
3607,USER_981,2
42727,USER_353,2
14026,USER_340,2
45261,USER_1479,10
12651,USER_928,5
20276,USER_5,5
41396,USER_281,3
56976,USER_1363,4
42645,USER_692,10
57853,USER_1426,1
54494,USER_533,1
19323,USER_154,2
39514,USER_330,10
49810,USER_298,9
33273,USER_1360,1
28177,USER_1227,5
54084,USER_204,1
2695,USER_1340,1
55100,USER_612,5
18841,USER_180,7
42274,USER_314,6
41300,USER_261,4
6224,USER_968,5
6806,USER_332,3
19031,USER_135,7
20254,USER_69,2
52308,USER_1260,9
24487,USER_1134,1
45531,USER_1480,2
31125,USER_592,6
51926,USER_427,9
9806,USER_1478,2
36853,USER_608,1
51674,USER_13,1
3858,USER_864,8
2753,USER_82,6
3187,USER_212,9
44493,USER_1367,7
5974,USER_24,4
49598,USER_133,4
24720,USER_1291,1
49970,USER_1178,1
51558,USER_586,4
14313,USER_1469,8
23153,USER_55,5
52096,USER_144,2
54546,USER_1146,9
8552,USER_1285,2
8445,USER_562,2
44815,USER_495,3
22230,USER_937,7
12437,USER_538,2
47336,USER_50,9
42611,USER_615,4
44411,USER_444,9
5103,USER_1407,10
14851,USER_315,1
47322,USER_1491,2
7766,USER_914,5
43965,USER_874,6
3340,USER_94,10
51630,USER_66,4
24083,USER_784,6
14057,USER_26,6
19322,USER_1099,4
27972,USER_314,2
44917,USER_126,7
2655,USER_380,8
23594,USER_998,4
43625,USER_614,6
33589,USER_1360,9
34186,USER_905,3
4068,USER_111,7
10604,USER_711,9
34009,USER_665,9
25673,USER_321,9
22485,USER_553,1
49896,USER_764,6
29047,USER_727,7
31246,USER_548,5
34731,USER_602,6
12056,USER_519,5
3655,USER_36,8
7505,USER_908,1
32824,USER_971,8
27751,USER_908,5
36400,USER_664,1
48755,USER_1021,6
10190,USER_443,9
54081,USER_613,8
44687,USER_583,6
17935,USER_981,7
29778,USER_698,4
44666,USER_362,5
42824,USER_1158,8
42213,USER_752,8
7368,USER_1200,4
10425,USER_465,5
6681,USER_1111,5
26002,USER_963,5
12734,USER_176,9
24240,USER_937,1
51004,USER_25,3
8840,USER_567,2
3420,USER_353,5
19029,USER_962,4
26933,USER_228,8
28595,USER_1369,4
22391,USER_1345,9
17790,USER_1328,1
7792,USER_1486,9
10108,USER_535,8
16920,USER_1221,8
16791,USER_1407,9
18180,USER_1407,10
50382,USER_1361,7
50165,USER_222,10
49621,USER_1256,7
44026,USER_604,3
31878,USER_708,4
11451,USER_303,2
46530,USER_1004,7
49483,USER_552,6
36386,USER_527,4
42675,USER_836,9
38463,USER_46,1
39638,USER_605,9
28470,USER_32,2
4112,USER_1116,4
30084,USER_465,9
53538,USER_185,3
3015,USER_223,10
30321,USER_1087,8
53111,USER_1431,6
30344,USER_219,6
10265,USER_255,5
32757,USER_326,5
34575,USER_295,2
28081,USER_373,3
24785,USER_22,3
45423,USER_1470,6
53891,USER_1238,1
51909,USER_787,10
28070,USER_153,9
31213,USER_455,5
26693,USER_854,2
43070,USER_299,6
48588,USER_729,1
44389,USER_250,7
43721,USER_1274,8
4099,USER_400,1
34603,USER_858,5
53441,USER_867,3
8974,USER_151,4
41591,USER_1227,3
35670,USER_429,6
56443,USER_953,7
36247,USER_207,6
11218,USER_283,2
52371,USER_696,9
26162,USER_1387,5
1927,USER_460,6
48855,USER_1180,1
31849,USER_1183,4
49247,USER_620,2
1599,USER_298,7
54689,USER_1456,4
40563,USER_1021,5
8981,USER_508,2
29525,USER_1347,3
32620,USER_1121,1
8180,USER_667,4
43227,USER_1068,3
48647,USER_785,7
25425,USER_43,8
34737,USER_1103,6
5532,USER_1281,4
38618,USER_306,6
24846,USER_83,8
32266,USER_1267,9
55000,USER_183,4
35648,USER_651,6
18840,USER_1109,3
17858,USER_76,6
39967,USER_243,9
6420,USER_604,8
35434,USER_975,1
39723,USER_146,10
6728,USER_620,2
58074,USER_1046,4
35971,USER_1466,1
18287,USER_553,2
47598,USER_1243,5
17765,USER_1437,9
41722,USER_788,1
38144,USER_232,8
57601,USER_1040,3
58205,USER_1378,3
12526,USER_367,4
56461,USER_1289,5
13505,USER_1202,5
39967,USER_1381,9
39800,USER_935,10
34149,USER_941,6
27183,USER_549,7
24680,USER_111,8
13031,USER_918,1
36375,USER_815,10
27293,USER_1322,10
15406,USER_1472,5
59220,USER_400,9
17375,USER_627,7
44001,USER_1272,10
36621,USER_857,7
18465,USER_1316,3
37896,USER_794,2
10261,USER_1016,3
12484,USER_578,7
15005,USER_1399,4
19914,USER_594,2
14034,USER_863,10
18053,USER_801,9
58810,USER_914,3
17121,USER_676,5
9789,USER_1048,8
10996,USER_1451,7
31020,USER_257,4
28806,USER_245,5
36714,USER_494,4
47761,USER_1218,7
38488,USER_1249,6
32073,USER_1219,1
19294,USER_855,6
37931,USER_1190,8
26495,USER_1047,7
40500,USER_901,4
45233,USER_236,5
31920,USER_333,7
7325,USER_1043,4
16485,USER_1358,3
26424,USER_46,10
47251,USER_1097,5
25334,USER_150,7
41822,USER_839,4
57758,USER_1300,9
24540,USER_244,5
40658,USER_1483,10
38317,USER_477,2
59625,USER_655,8
18012,USER_51,1
19839,USER_1110,6
39247,USER_934,3
26438,USER_1374,2
25909,USER_121,2
28134,USER_323,8
7153,USER_1126,8
21481,USER_694,7
26863,USER_1196,1
59575,USER_204,8
29064,USER_278,10
9781,USER_946,6
22977,USER_203,7
13671,USER_539,2
30036,USER_187,1
35810,USER_496,7
54819,USER_1034,4
17751,USER_601,3
53591,USER_371,2
46631,USER_1302,4
41851,USER_50,4
17613,USER_902,7
58603,USER_311,5
35845,USER_976,1
59633,USER_443,2
3497,USER_361,8
42733,USER_319,9
39469,USER_588,5
7172,USER_994,4
32643,USER_59,9
23285,USER_1098,9
44573,USER_199,2
57325,USER_1435,2
2227,USER_1082,8
43561,USER_882,9
11202,USER_1135,5
35894,USER_168,10
15318,USER_101,6
37747,USER_1411,10
44976,USER_1072,7
53506,USER_1450,3
39723,USER_1335,8
32254,USER_938,10
24522,USER_915,2
23844,USER_740,10
56082,USER_1338,10
4584,USER_526,8
57297,USER_293,8
22634,USER_952,10
28069,USER_655,7
34909,USER_844,8
17400,USER_621,9
36621,USER_1354,10
9588,USER_774,6
49234,USER_1481,6
8596,USER_785,1
47073,USER_457,5
34766,USER_1372,7
23264,USER_983,10
5951,USER_1376,9
53760,USER_1320,3
17814,USER_506,9
17120,USER_1254,4
57048,USER_1004,3
2885,USER_290,8
8182,USER_944,10
18594,USER_117,2
30244,USER_1249,8
35665,USER_573,6
58044,USER_1448,3
2574,USER_898,3
33988,USER_1142,4
11192,USER_681,3
18698,USER_521,6
25064,USER_1220,9
14577,USER_1026,10
59383,USER_1358,3
19669,USER_540,6
21381,USER_1226,5
59078,USER_851,10
31176,USER_810,5
23966,USER_1331,5
19445,USER_849,1
20818,USER_576,9
6381,USER_1307,8
51126,USER_256,8
9034,USER_903,6
32387,USER_836,7
7028,USER_56,8
27225,USER_1232,5
22818,USER_233,7
10835,USER_895,4
28287,USER_26,7
46979,USER_1394,1
55950,USER_972,10
23205,USER_1136,7
