product_id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,product_name,imageUrl,Brand,tags
51940,Women,Accessories,Bags,Handbags,Brown,Summer,Casual,Nyk Women Brown Sling Bag,http://assets.myntassets.com/v1/images/style/properties/Nyk-Women-Brown-Sling-Bag_b9547b07b43810f298b78f5fcdc8804f_images.jpg,Nyk,Women Accessories Bags Handbags Brown Summer Casual Nyk Women Brown Sling Bag
26025,Men,Personal Care,Fragrance,Deodorant,Gold,Spring,Casual,Slazenger Men Sprint Deo,http://assets.myntassets.com/v1/images/style/properties/4382fdb5bcf100adc3482f714d14c66c_images.jpg,Slazenger,Men Personal Care Fragrance Deodorant Gold Spring Casual Slazenger Men Sprint Deo
27449,Women,Apparel,Innerwear,Bra,Pink,Winter,Casual,Jockey Essence Pink Full-Coverage Slim Fit Bra 1615-0105,http://assets.myntassets.com/assets/images/27449/2017/6/23/11498202606115-Jockey-Essence-Pink-Full-Coverage-Slim-Fit-Bra-1615-5511498202605931-1.jpg,Jockey,Women Apparel Innerwear Bra Pink Winter Casual Jockey Essence Pink Full-Coverage Slim Fit Bra 1615-0105
11850,Men,Footwear,Flip Flops,Flip Flops,Green,Winter,Casual,Playboy Men Green Flip Flops,http://assets.myntassets.com/v1/images/style/properties/Playboy-Men-Green-Flip-Flops_816d422e3fabeff01fa16c4ccc8c3285_images.jpg,Playboy,Men Footwear Flip Flops Flip Flops Green Winter Casual Playboy Men Green Flip Flops
4787,Men,Apparel,Bottomwear,Shorts,Black,Summer,Sports,ADIDAS Men's Bas Esx Black Short,http://assets.myntassets.com/v1/images/style/properties/145dcad3efcae0173e87fb381fc4f8f0_images.jpg,ADIDAS,Men Apparel Bottomwear Shorts Black Summer Sports ADIDAS Men's Bas Esx Black Short
52120,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,Doodle Boys white Printed T-Shirt,http://assets.myntassets.com/v1/images/style/properties/2269009ac96497281f1646fce3a2b307_images.jpg,Doodle,Boys Apparel Topwear Tshirts White Summer Casual Doodle Boys white Printed T-Shirt
12805,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,Nike Men Grey Polo Tshirts,http://assets.myntassets.com/v1/images/style/properties/4f1e778a363de7639240339db4bddfa9_images.jpg,Nike,Men Apparel Topwear Tshirts Grey Fall Casual Nike Men Grey Polo Tshirts
38463,Women,Accessories,Wallets,Wallets,Green,Summer,Casual,Baggit Women Green Wallet,http://assets.myntassets.com/v1/images/style/properties/7cf6358fe308641878b36ec2e59040c8_images.jpg,Baggit,Women Accessories Wallets Wallets Green Summer Casual Baggit Women Green Wallet
34164,Girls,Apparel,Topwear,Tops,Red,Summer,Casual,Gini and Jony Girls Red Top,http://assets.myntassets.com/v1/images/style/properties/c06d525191d55960b27d1ef4c8793218_images.jpg,Gini,Girls Apparel Topwear Tops Red Summer Casual Gini and Jony Girls Red Top
8825,Men,Apparel,Topwear,Shirts,White,Fall,Casual,Spykar Men Ranger Blue-White Stripes Shirts,http://assets.myntassets.com/v1/images/style/properties/65492398b8001e2a45be3267a1b64391_images.jpg,Spykar,Men Apparel Topwear Shirts White Fall Casual Spykar Men Ranger Blue-White Stripes Shirts
12526,Women,Footwear,Shoes,Casual Shoes,Grey,Fall,Casual,Crocs Women Casual Grey Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/cd66301afafbc9b01a22b59f14e6079a_images.jpg,Crocs,Women Footwear Shoes Casual Shoes Grey Fall Casual Crocs Women Casual Grey Casual Shoes
48426,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,French Connection Men White Printed T-shirt,http://assets.myntassets.com/v1/images/style/properties/7345479d0c8f93426a7d49c024ca8235_images.jpg,French,Men Apparel Topwear Tshirts White Summer Casual French Connection Men White Printed T-shirt
4071,Women,Footwear,Shoes,Casual Shoes,Grey,Summer,Casual,Numero Uno Women Canvas Grey Purple Shoe,http://assets.myntassets.com/v1/images/style/properties/e7eaeb4acecfc1ae8b478663309dd769_images.jpg,Numero,Women Footwear Shoes Casual Shoes Grey Summer Casual Numero Uno Women Canvas Grey Purple Shoe
17836,Women,Footwear,Flip Flops,Flip Flops,Pink,Fall,Casual,Nike Women Solarsoft Thong Pink Slipper,http://assets.myntassets.com/v1/images/style/properties/7986260f7f1b5171fdd4b0b27d3244df_images.jpg,Nike,Women Footwear Flip Flops Flip Flops Pink Fall Casual Nike Women Solarsoft Thong Pink Slipper
20112,Women,Apparel,Topwear,Kurtas,Olive,Fall,Ethnic,Diva Women Printed Olive Kurta,http://assets.myntassets.com/v1/images/style/properties/993503971e9df02c27f3a9b01c88d017_images.jpg,Diva,Women Apparel Topwear Kurtas Olive Fall Ethnic Diva Women Printed Olive Kurta
11614,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,W Women Solid White Kurtas,http://assets.myntassets.com/v1/images/style/properties/20997a2b7d2dcba77bfe2e06d8ef9a3f_images.jpg,W,Women Apparel Topwear Kurtas White Summer Ethnic W Women Solid White Kurtas
46493,Men,Accessories,Watches,Watches,Brown,Winter,Casual,Timex Men Brown Dial Watch,http://assets.myntassets.com/v1/image/style/properties/46493/Timex-Men-Brown-Dial-Watch_1_f39300cc5d970027c8e1d3dd40c93aa3.jpg,Timex,Men Accessories Watches Watches Brown Winter Casual Timex Men Brown Dial Watch
6303,Women,Apparel,Topwear,Tshirts,Black,Summer,Casual,UCB Women's Epaulettes Sleeve Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/b1488ced6472f1bd580d918ebd08c596_images.jpg,UCB,Women Apparel Topwear Tshirts Black Summer Casual UCB Women's Epaulettes Sleeve Black T-shirt
11059,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,John Miller Men Green Check Shirt,http://assets.myntassets.com/v1/images/style/properties/d9fda92bbfa54366cc1c391eac271cb4_images.jpg,John,Men Apparel Topwear Shirts Green Fall Casual John Miller Men Green Check Shirt
2671,Women,Accessories,Bags,Handbags,Gold,Winter,Casual,Murcia Women Funky Print Hand Bag,http://assets.myntassets.com/v1/images/style/properties/f921f54a4e2906c613c515cd417ba853_images.jpg,Murcia,Women Accessories Bags Handbags Gold Winter Casual Murcia Women Funky Print Hand Bag
38752,Women,Accessories,Bags,Handbags,Black,Summer,Casual,Nike Women Black Handbag,http://assets.myntassets.com/v1/images/style/properties/Nike-Women-Handbags_650a1a90f8a4a00ace9a6c4137cb8d0c_images.jpg,Nike,Women Accessories Bags Handbags Black Summer Casual Nike Women Black Handbag
25588,Women,Apparel,Apparel Set,Kurta Sets,Green,Fall,Ethnic,Vishudh Women Green & Purple Printed Churidar Kurta with Dupatta,http://assets.myntassets.com/v1/images/style/properties/7f95f77f49e19050cfba491f58035d12_images.jpg,Vishudh,Women Apparel Apparel Set Kurta Sets Green Fall Ethnic Vishudh Women Green & Purple Printed Churidar Kurta with Dupatta
33519,Women,Footwear,Shoes,Heels,Black,Summer,Casual,Cobblerz Women Black Wedges,http://assets.myntassets.com/v1/images/style/properties/a74ef9a3b93589e2d9fb15169f866c3d_images.jpg,Cobblerz,Women Footwear Shoes Heels Black Summer Casual Cobblerz Women Black Wedges
46598,Women,Footwear,Shoes,Heels,Beige,Summer,Casual,Catwalk Women Beige Heels,http://assets.myntassets.com/v1/images/style/properties/6e35a87a0206bf10aa1c3ff76ee396d2_images.jpg,Catwalk,Women Footwear Shoes Heels Beige Summer Casual Catwalk Women Beige Heels
3680,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Inkfruit Men's The Beetles White T-shirt,http://assets.myntassets.com/v1/images/style/properties/22dbdd58dd5dc7125dcba1ad54a66a14_images.jpg,Inkfruit,Men Apparel Topwear Tshirts White Summer Casual Inkfruit Men's The Beetles White T-shirt
23109,Men,Accessories,Accessories,Accessory Gift Set,Purple,Fall,Formal,Turtle Men Formal Purple Tie  Cufflink and Pocket Square Combo Set,http://assets.myntassets.com/v1/images/style/properties/8530a0224e05dd239f673e853857916d_images.jpg,Turtle,Men Accessories Accessories Accessory Gift Set Purple Fall Formal Turtle Men Formal Purple Tie  Cufflink and Pocket Square Combo Set
48518,Women,Apparel,Topwear,Tops,Maroon,Summer,Casual,French Connection Women Maroon Top,http://assets.myntassets.com/v1/images/style/properties/8e5bb21dbc9ac3577d8b35ee193505b3_images.jpg,French,Women Apparel Topwear Tops Maroon Summer Casual French Connection Women Maroon Top
42850,Women,Accessories,Bags,Clutches,Beige,Summer,Casual,French Connection Women Beige Clutch,http://assets.myntassets.com/v1/images/style/properties/e9d034846a5fc9ce3e2ca2c972f40a3e_images.jpg,French,Women Accessories Bags Clutches Beige Summer Casual French Connection Women Beige Clutch
37873,Men,Accessories,Wallets,Wallets,Black,Summer,Casual,Hidekraft Men Black Wallet,http://assets.myntassets.com/v1/images/style/properties/b52794767c7590de1042bed851396519_images.jpg,Hidekraft,Men Accessories Wallets Wallets Black Summer Casual Hidekraft Men Black Wallet
9519,Men,Apparel,Topwear,Shirts,Maroon,Fall,Formal,John Miller Men white pink black check Maroon Shirts,http://assets.myntassets.com/v1/images/style/properties/1b6b8d95f36c8a716c09be13589d7a9e_images.jpg,John,Men Apparel Topwear Shirts Maroon Fall Formal John Miller Men white pink black check Maroon Shirts
11758,Women,Apparel,Topwear,Tops,White,Summer,Casual,Lee Women Solid White Tops,http://assets.myntassets.com/v1/images/style/properties/03562aecffaa7b75b9a394c0ffc8d437_images.jpg,Lee,Women Apparel Topwear Tops White Summer Casual Lee Women Solid White Tops
17202,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,U.S. Polo Assn. Men Stripes White Polo Tshirt,http://assets.myntassets.com/v1/images/style/properties/5e578cafbe432d5632a40b2c491d7477_images.jpg,U.S.,Men Apparel Topwear Tshirts White Fall Casual U.S. Polo Assn. Men Stripes White Polo Tshirt
19429,Men,Apparel,Topwear,Shirts,Red,Fall,Smart Casual,Quiksilver Men Red Check Shirt,http://assets.myntassets.com/v1/images/style/properties/Quiksilver-Men-Red-Check-Shirt_ca2d6da1881d9e6a494da9de215dbfbf_images.jpg,Quiksilver,Men Apparel Topwear Shirts Red Fall Smart Casual Quiksilver Men Red Check Shirt
6236,Women,Apparel,Topwear,Tshirts,Orange,Summer,Casual,Lee Women's Norah Saffron T-shirt,http://assets.myntassets.com/v1/images/style/properties/e3971b36dd720fc7814545b40804e584_images.jpg,Lee,Women Apparel Topwear Tshirts Orange Summer Casual Lee Women's Norah Saffron T-shirt
24294,Men,Accessories,Socks,Socks,Navy Blue,Summer,Casual,Quiksilver Men High Navy Blue Socks,http://assets.myntassets.com/v1/images/style/properties/Quiksilver-Men-High-Navy-Blue-Sockse8717c42dbebd0dade8b3a73be6f43fc_images.jpg,Quiksilver,Men Accessories Socks Socks Navy Blue Summer Casual Quiksilver Men High Navy Blue Socks
31959,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,Sports,Nike Men Air Max Run Lite Grey Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/60d3f91b60bb5cd7e7ac79730c2924e7_images.jpg,Nike,Men Footwear Shoes Sports Shoes Grey Summer Sports Nike Men Air Max Run Lite Grey Sports Shoes
4693,Unisex,Accessories,Watches,Watches,Blue,Winter,Sports,ADIDAS Unisex New York Digital Blue Watch,http://assets.myntassets.com/v1/images/style/properties/3717e2f636ef77b8d7377ea26d80fdeb_images.jpg,ADIDAS,Unisex Accessories Watches Watches Blue Winter Sports ADIDAS Unisex New York Digital Blue Watch
21433,Women,Apparel,Bottomwear,Shorts,Blue,Winter,Casual,Roxy Women Beach Brights Blue Shorts,http://assets.myntassets.com/v1/images/style/properties/80fee363dbbd772b4a464f65dfbc0897_images.jpg,Roxy,Women Apparel Bottomwear Shorts Blue Winter Casual Roxy Women Beach Brights Blue Shorts
6634,Men,Footwear,Shoes,Sports Shoes,Brown,Summer,Sports,Nike Men's Air Endurance Brown Shoe,http://assets.myntassets.com/v1/images/style/properties/e40f6c5288886890658be55f7a1d1fc1_images.jpg,Nike,Men Footwear Shoes Sports Shoes Brown Summer Sports Nike Men's Air Endurance Brown Shoe
24150,Men,Apparel,Topwear,Tshirts,Red,Spring,Casual,ADIDAS Men Red T-shirt,http://assets.myntassets.com/v1/images/style/properties/9898af6d4817bd09ec91db9dc091bfc7_images.jpg,ADIDAS,Men Apparel Topwear Tshirts Red Spring Casual ADIDAS Men Red T-shirt
38960,Boys,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Gini and Jony Boys Printed Grey T-shirt,http://assets.myntassets.com/v1/images/style/properties/a6e556650d0621f9d64c72fa2bfd7b6c_images.jpg,Gini,Boys Apparel Topwear Tshirts Grey Summer Casual Gini and Jony Boys Printed Grey T-shirt
42801,Women,Footwear,Shoes,Flats,Teal,Winter,Casual,Rocia Women Teal Heels,http://assets.myntassets.com/v1/images/style/properties/5b0c7d2b8c577103413e9c053ec43a49_images.jpg,Rocia,Women Footwear Shoes Flats Teal Winter Casual Rocia Women Teal Heels
57601,Women,Personal Care,Lips,Lipstick,Rose,Spring,Casual,Lotus Herbals Moistpetals Rose Glide Lipstick 115,http://assets.myntassets.com/v1/images/style/properties/Lotus-Herbals-Moistpetals-Rose-Glide-Lipstick-115_6ff7ee01e121f433b0cb5d4089c524b5_images.jpg,Lotus,Women Personal Care Lips Lipstick Rose Spring Casual Lotus Herbals Moistpetals Rose Glide Lipstick 115
40468,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,Fila Men Rockford Black Shoes,http://assets.myntassets.com/v1/images/style/properties/70bec5f6526605e55e47ae9aaa5f1911_images.jpg,Fila,Men Footwear Shoes Casual Shoes Black Summer Casual Fila Men Rockford Black Shoes
7826,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Puma Women Future Cat Remix White Blue Shoe,http://assets.myntassets.com/v1/images/style/properties/71a1a6ff21bb7851029b5e25c2de4d46_images.jpg,Puma,Women Footwear Shoes Sports Shoes White Summer Sports Puma Women Future Cat Remix White Blue Shoe
6345,Unisex,Footwear,Shoes,Casual Shoes,Purple,Summer,Casual,Converse Unisex Brick Purple Shoe,http://assets.myntassets.com/v1/images/style/properties/edf0e9775be48723119fb07828e5c674_images.jpg,Converse,Unisex Footwear Shoes Casual Shoes Purple Summer Casual Converse Unisex Brick Purple Shoe
34693,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,Casual,Allen Solly Kids Girls Poplin Pink Shorts,http://assets.myntassets.com/v1/images/style/properties/c8c6fd3233823726f484da6b7007f016_images.jpg,Allen,Girls Apparel Bottomwear Shorts Pink Summer Casual Allen Solly Kids Girls Poplin Pink Shorts
27977,Men,Apparel,Innerwear,Briefs,Grey,Summer,Casual,Jockey ZONE STRETCH Men Grey Zone Stretch Briefs US07,http://assets.myntassets.com/v1/images/style/properties/3ba65ff74ceef5b44163d1dcd90aa852_images.jpg,Jockey,Men Apparel Innerwear Briefs Grey Summer Casual Jockey ZONE STRETCH Men Grey Zone Stretch Briefs US07
56976,Women,Footwear,Shoes,Heels,Black,Winter,Casual,HM Women Black Sandals,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Black-Sandals_e76f6061236e54e34ff05cb74ef574c4_images.jpg,HM,Women Footwear Shoes Heels Black Winter Casual HM Women Black Sandals
29682,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Casual,Indigo Nation Men Striped Grey Trousers,http://assets.myntassets.com/v1/images/style/properties/c5af91a0da40fe99a166ef99e68e66d0_images.jpg,Indigo,Men Apparel Bottomwear Trousers Grey Summer Casual Indigo Nation Men Striped Grey Trousers
35322,Women,Accessories,Jewellery,Earrings,Silver,Winter,Ethnic,Fabindia Women Anusuya Silver Earrings,http://assets.myntassets.com/v1/images/style/properties/f21ff0021d5d5095ed087314e548ea24_images.jpg,Fabindia,Women Accessories Jewellery Earrings Silver Winter Ethnic Fabindia Women Anusuya Silver Earrings
13785,Men,Apparel,Bottomwear,Trousers,Black,Fall,Formal,Belmonte Men Solid Black Trousers,http://assets.myntassets.com/v1/images/style/properties/ab43e5286fbf09dda684463e0d85a21f_images.jpg,Belmonte,Men Apparel Bottomwear Trousers Black Fall Formal Belmonte Men Solid Black Trousers
7028,Men,Apparel,Bottomwear,Shorts,Grey,Summer,Casual,s.Oliver Men Grey Checked Shorts,http://assets.myntassets.com/v1/images/style/properties/0701a8a726727ff4178d6eb412816c41_images.jpg,s.Oliver,Men Apparel Bottomwear Shorts Grey Summer Casual s.Oliver Men Grey Checked Shorts
11199,Men,Accessories,Watches,Watches,Black,Winter,Casual,Carrera Men Sqaure dial strap Black Watches,http://assets.myntassets.com/v1/images/style/properties/8ee9ef22e04a4504396edbb3cbb59832_images.jpg,Carrera,Men Accessories Watches Watches Black Winter Casual Carrera Men Sqaure dial strap Black Watches
6728,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Puma Women Faas 300 White Silver Purple Shoe,http://assets.myntassets.com/v1/images/style/properties/913a171ebb958f08a8ff87ef3ca048a7_images.jpg,Puma,Women Footwear Shoes Sports Shoes White Summer Sports Puma Women Faas 300 White Silver Purple Shoe
59276,Women,Accessories,Watches,Watches,Black,Winter,Casual,Titan Women Black Watch,http://assets.myntassets.com/v1/images/style/properties/Titan-Women-Black-Watch_cd6e9be70159606477bba2699a067425_images.jpg,Titan,Women Accessories Watches Watches Black Winter Casual Titan Women Black Watch
50042,Women,Apparel,Innerwear,Bra,Beige,Winter,Casual,Hanes Women Beige Concealing Petals Underwire Moulded Bra,http://assets.myntassets.com/v1/images/style/properties/Hanes-Women-Beige-Bra_a71a6b4095fcf410f6a8d403c75e0845_images.jpg,Hanes,Women Apparel Innerwear Bra Beige Winter Casual Hanes Women Beige Concealing Petals Underwire Moulded Bra
2359,Men,Accessories,Headwear,Caps,Navy Blue,Winter,Sports,ADIDAS Navy Blue Men Cap,http://assets.myntassets.com/v1/images/style/properties/d38334eef905ee9e27242c860b98f6b6_images.jpg,ADIDAS,Men Accessories Headwear Caps Navy Blue Winter Sports ADIDAS Navy Blue Men Cap
12109,Women,Apparel,Topwear,Kurtis,White,Fall,Ethnic,W Women Printed White Kurtis,http://assets.myntassets.com/v1/images/style/properties/bafe2f179f1bb53da56bc90aef005125_images.jpg,W,Women Apparel Topwear Kurtis White Fall Ethnic W Women Printed White Kurtis
59301,Men,Apparel,Topwear,Shirts,Olive,Fall,Casual,U.S. Polo Assn. Denim Co. Men Olive Shirt,http://assets.myntassets.com/v1/images/style/properties/US-Polo-Assn-Men-Olive-Shirt_e1640ff380a4e662815297425dc1e2a1_images.jpg,U.S.,Men Apparel Topwear Shirts Olive Fall Casual U.S. Polo Assn. Denim Co. Men Olive Shirt
22749,Women,Apparel,Topwear,Kurtas,Blue,Fall,Ethnic,BIBA Women Printed Blue Kurta,http://assets.myntassets.com/v1/images/style/properties/78eed2bee25bc9b1871cdffeb8febfbe_images.jpg,BIBA,Women Apparel Topwear Kurtas Blue Fall Ethnic BIBA Women Printed Blue Kurta
51031,Women,Apparel,Innerwear,Bra,White,Summer,Casual,Enamor White Bra,http://assets.myntassets.com/v1/images/style/properties/493409fb23791fa2cb220289e92affd7_images.jpg,Enamor,Women Apparel Innerwear Bra White Summer Casual Enamor White Bra
31577,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,Casual,Mark Taylor Men Printed Charcoal T-shirt,http://assets.myntassets.com/v1/images/style/properties/7598a793937955c377713dfcd6956eff_images.jpg,Mark,Men Apparel Topwear Tshirts Charcoal Summer Casual Mark Taylor Men Printed Charcoal T-shirt
29779,Men,Apparel,Bottomwear,Trousers,Khaki,Summer,Casual,Basics Men Khaki Trousers,http://assets.myntassets.com/v1/images/style/properties/ee5aa4dfa816059c5ee327c8101878f4_images.jpg,Basics,Men Apparel Bottomwear Trousers Khaki Summer Casual Basics Men Khaki Trousers
36466,Men,Footwear,Shoes,Casual Shoes,White,Spring,Casual,Spinn Men Viking White Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/e103c95df2aa0c47f2e3f57a94931077_images.jpg,Spinn,Men Footwear Shoes Casual Shoes White Spring Casual Spinn Men Viking White Casual Shoes
24534,Women,Apparel,Topwear,Tops,Brown,Fall,Ethnic,Mother Earth Women Brown Printed Top,http://assets.myntassets.com/v1/images/style/properties/a8954fc79ca8fdf4fe605cab2b0e93f5_images.jpg,Mother,Women Apparel Topwear Tops Brown Fall Ethnic Mother Earth Women Brown Printed Top
23264,Men,Accessories,Watches,Watches,Brown,Winter,Casual,Maxima Ssteele Men Brown Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Maxima-Ssteele-Men-Brown-Dial-Watch_d64d993a2b1bcb812540efa40a409ff1_images.jpg,Maxima,Men Accessories Watches Watches Brown Winter Casual Maxima Ssteele Men Brown Dial Watch
34572,Women,Apparel,Dress,Dresses,Black,Summer,Casual,Tonga Women Printed Black Dress,http://assets.myntassets.com/v1/images/style/properties/3a9f0e6a91b98d87e67f855479353e78_images.jpg,Tonga,Women Apparel Dress Dresses Black Summer Casual Tonga Women Printed Black Dress
56659,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,United Colors of Benetton Men Black Shoes,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Men-Black-Shoes_5fae070ab12f924a1f7e7dd2e8fa721c_images.jpg,United,Men Footwear Shoes Casual Shoes Black Summer Casual United Colors of Benetton Men Black Shoes
33208,Women,Apparel,Topwear,Tunics,Grey,Summer,Casual,Sepia Women Printed Grey Tunic,http://assets.myntassets.com/v1/images/style/properties/352ce1dc11fffd53f014db644ead7f1a_images.jpg,Sepia,Women Apparel Topwear Tunics Grey Summer Casual Sepia Women Printed Grey Tunic
58674,Women,Apparel,Topwear,Kurtas,Pink,Summer,Ethnic,ALayna Women Pink Kurta,http://assets.myntassets.com/v1/images/style/properties/ALayna-Women-Pink-Kurta_c7608667688576d1280d619a03fb15bd_images.jpg,ALayna,Women Apparel Topwear Kurtas Pink Summer Ethnic ALayna Women Pink Kurta
40612,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,Span Women Green Kurta,http://assets.myntassets.com/v1/images/style/properties/13654e2e3195a550d0d991e80a6e476d_images.jpg,Span,Women Apparel Topwear Kurtas Green Summer Ethnic Span Women Green Kurta
11239,Women,Apparel,Bottomwear,Jeans,Black,Fall,Casual,Flying Machine Women Low Rise Black Jeans,http://assets.myntassets.com/v1/images/style/properties/a44211723f548739effc724d5a95b25b_images.jpg,Flying,Women Apparel Bottomwear Jeans Black Fall Casual Flying Machine Women Low Rise Black Jeans
6987,Women,Apparel,Topwear,Tops,Blue,Summer,Casual,s.Oliver Women's Sky Blue Top,http://assets.myntassets.com/v1/images/style/properties/6814860300e15b883dc4ee8249dde5ac_images.jpg,s.Oliver,Women Apparel Topwear Tops Blue Summer Casual s.Oliver Women's Sky Blue Top
9976,Men,Apparel,Topwear,Sweatshirts,Black,Fall,Sports,Nike Men Manu Core Black Sweatshirts,http://assets.myntassets.com/v1/images/style/properties/7eef03dcfd915777250e569895e8832f_images.jpg,Nike,Men Apparel Topwear Sweatshirts Black Fall Sports Nike Men Manu Core Black Sweatshirts
37446,Men,Accessories,Belts,Belts,Brown,Summer,Casual,Turtle Men Brown Belt,http://assets.myntassets.com/v1/images/style/properties/ab1f4ca8f0abfaf42e03cbb9bc877317_images.jpg,Turtle,Men Accessories Belts Belts Brown Summer Casual Turtle Men Brown Belt
38601,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,Nike Men Printed Red T-shirt,http://assets.myntassets.com/v1/images/style/properties/3b6ba277e7ff2c5760bd90c3d5c464ac_images.jpg,Nike,Men Apparel Topwear Tshirts Red Summer Casual Nike Men Printed Red T-shirt
26874,Women,Apparel,Topwear,Tshirts,Green,Summer,Casual,Jealous 21 Women Printed Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/5c0523412b066a804a3f23eacd77e4f0_images.jpg,Jealous,Women Apparel Topwear Tshirts Green Summer Casual Jealous 21 Women Printed Green T-shirt
53147,Women,Footwear,Shoes,Heels,Bronze,Winter,Casual,Catwalk Women Brown Wedges,http://assets.myntassets.com/v1/images/style/properties/2285b9a6393e4fbca5c5de9017117e29_images.jpg,Catwalk,Women Footwear Shoes Heels Bronze Winter Casual Catwalk Women Brown Wedges
25007,Men,Apparel,Topwear,Shirts,Grey,Summer,Casual,United Colors of Benetton Men Grey Shirt,http://assets.myntassets.com/v1/images/style/properties/005fe92568054251e1b6ebfc063206ac_images.jpg,United,Men Apparel Topwear Shirts Grey Summer Casual United Colors of Benetton Men Grey Shirt
